trial_id,timestamp,best_a,best_b,best_deviation,total_time,population_size,initial_learning_rate,initial_sigma,beta1,beta2,seed
0,20241114_170409,1.0207657044019927,-0.06595335348880971,77.45633251698507,142.76814007759094,30,0.01,0.1,0.9,0.999,42
