generation,relative_error,objective_value,dimension,population
0,250.89974403381348,6.29506778717041,10,50
1,244.15485858917236,5.961159706115723,10,50
2,236.67941093444824,5.601714134216309,10,50
3,229.50589656829834,5.2672953605651855,10,50
4,222.97141551971436,4.971625328063965,10,50
5,213.96136283874512,4.577946662902832,10,50
6,204.2513608932495,4.171862602233887,10,50
7,193.04234981536865,3.726534843444824,10,50
8,181.59222602844238,3.2975735664367676,10,50
9,168.1465744972229,2.827327251434326,10,50
10,154.00080680847168,2.3716249465942383,10,50
11,140.23548364639282,1.9665992259979248,10,50
12,124.72813129425049,1.555710792541504,10,50
13,106.2620997428894,1.1291635036468506,10,50
14,87.96719312667847,0.7738226652145386,10,50
15,65.8709168434143,0.4338977336883545,10,50
16,45.23935914039612,0.20465996861457825,10,50
17,25.586238503456116,0.06546555459499359,10,50
18,9.664066135883331,0.009339417330920696,10,50
19,9.664066135883331,0.012872351333498955,10,50
20,9.664066135883331,0.018592022359371185,10,50
21,9.664066135883331,0.009618373587727547,10,50
22,9.664066135883331,0.016955358907580376,10,50
23,9.664066135883331,0.014715353026986122,10,50
24,7.085449248552322,0.005020358599722385,10,50
25,7.085449248552322,0.005276929587125778,10,50
26,7.085449248552322,0.013758547604084015,10,50
27,7.085449248552322,0.010314082726836205,10,50
28,7.085449248552322,0.0056504663079977036,10,50
29,7.085449248552322,0.010542347095906734,10,50
30,7.085449248552322,0.011926040053367615,10,50
31,7.085449248552322,0.014206022955477238,10,50
32,7.085449248552322,0.011986758559942245,10,50
33,7.085449248552322,0.005288660991936922,10,50
34,6.767526268959045,0.004579941276460886,10,50
35,6.767526268959045,0.004781861789524555,10,50
36,6.767526268959045,0.007164864335209131,10,50
37,6.767526268959045,0.010222340002655983,10,50
38,6.767526268959045,0.006249966099858284,10,50
39,6.767526268959045,0.008353742770850658,10,50
40,6.767526268959045,0.006398278754204512,10,50
41,6.767526268959045,0.014894652180373669,10,50
42,6.767526268959045,0.006377299316227436,10,50
43,6.23764842748642,0.003890825668349862,10,50
44,5.563390254974365,0.0030951311346143484,10,50
45,5.563390254974365,0.005949216894805431,10,50
46,5.563390254974365,0.004167838953435421,10,50
47,5.563390254974365,0.006128099747002125,10,50
48,5.563390254974365,0.0051935999654233456,10,50
49,5.502405762672424,0.0030276470351964235,10,50
50,5.502405762672424,0.00433893408626318,10,50
51,5.502405762672424,0.003355438821017742,10,50
52,5.502405762672424,0.00792652741074562,10,50
53,5.502405762672424,0.008001968264579773,10,50
54,5.502405762672424,0.007778218016028404,10,50
55,5.502405762672424,0.0031949267722666264,10,50
56,5.502405762672424,0.004381880164146423,10,50
57,5.502405762672424,0.00309296534396708,10,50
58,5.328608304262161,0.0028394064866006374,10,50
59,5.328608304262161,0.005339912138879299,10,50
60,5.328608304262161,0.0033308397978544235,10,50
61,5.328608304262161,0.003966630436480045,10,50
62,5.0537534058094025,0.002554042264819145,10,50
63,5.0537534058094025,0.003415447659790516,10,50
64,5.0537534058094025,0.003977122716605663,10,50
65,4.213638976216316,0.0017754752188920975,10,50
66,4.213638976216316,0.0019579355139285326,10,50
67,3.7783462554216385,0.001427590032108128,10,50
68,3.7783462554216385,0.003366888500750065,10,50
69,3.7783462554216385,0.0019517638720571995,10,50
70,3.7783462554216385,0.0064040133729577065,10,50
71,3.7783462554216385,0.0033689956180751324,10,50
72,3.7783462554216385,0.00310796732082963,10,50
73,3.7783462554216385,0.0041986326687037945,10,50
74,3.7783462554216385,0.0024688891135156155,10,50
75,3.4201573580503464,0.0011697476729750633,10,50
76,3.4201573580503464,0.0031579723581671715,10,50
77,3.4201573580503464,0.002680581994354725,10,50
78,3.4201573580503464,0.004788043908774853,10,50
79,3.4201573580503464,0.003039638977497816,10,50
80,3.4201573580503464,0.002436296548694372,10,50
81,3.4201573580503464,0.004116838797926903,10,50
82,3.4201573580503464,0.0013210149481892586,10,50
83,3.4201573580503464,0.0032255291007459164,10,50
84,2.7379117906093597,0.0007496160687878728,10,50
85,2.7379117906093597,0.0011593541130423546,10,50
86,2.7379117906093597,0.0023538568057119846,10,50
87,2.7379117906093597,0.0055851200595498085,10,50
88,2.7379117906093597,0.0031007775105535984,10,50
89,2.7379117906093597,0.0039393603801727295,10,50
90,2.7379117906093597,0.004391795955598354,10,50
91,2.7379117906093597,0.001722896471619606,10,50
92,2.7379117906093597,0.0058974940329790115,10,50
93,2.7379117906093597,0.005096889100968838,10,50
94,2.7379117906093597,0.003608965314924717,10,50
95,2.7379117906093597,0.0026895925402641296,10,50
96,2.7379117906093597,0.002113280352205038,10,50
97,2.7379117906093597,0.0018514934927225113,10,50
98,2.7379117906093597,0.004252673126757145,10,50
99,2.7379117906093597,0.0054672881960868835,10,50
100,2.7379117906093597,0.007631193846464157,10,50
101,2.7379117906093597,0.005821574945002794,10,50
102,2.7379117906093597,0.005973515100777149,10,50
103,2.7379117906093597,0.002886475995182991,10,50
104,2.7379117906093597,0.002714975504204631,10,50
105,2.7379117906093597,0.004178229719400406,10,50
106,2.7379117906093597,0.004380298778414726,10,50
107,2.7379117906093597,0.003178654471412301,10,50
108,2.7379117906093597,0.0043733022175729275,10,50
109,2.7379117906093597,0.003053785301744938,10,50
110,2.7379117906093597,0.0036079254932701588,10,50
111,2.7379117906093597,0.0031033745035529137,10,50
112,2.7379117906093597,0.007327461149543524,10,50
113,2.7379117906093597,0.002595808357000351,10,50
114,2.7379117906093597,0.0022045199293643236,10,50
115,2.7379117906093597,0.0026769686955958605,10,50
116,2.7379117906093597,0.0037632598541677,10,50
117,2.7379117906093597,0.007820583879947662,10,50
118,2.7379117906093597,0.003956734202802181,10,50
119,2.7379117906093597,0.004911930300295353,10,50
120,2.7379117906093597,0.0033968870993703604,10,50
121,2.7379117906093597,0.003109700046479702,10,50
122,2.7379117906093597,0.005433601327240467,10,50
123,2.7379117906093597,0.005270509049296379,10,50
124,2.7379117906093597,0.0029078535735607147,10,50
125,2.7379117906093597,0.0029076142236590385,10,50
126,2.7379117906093597,0.001899370108731091,10,50
127,2.7379117906093597,0.0017970409244298935,10,50
128,2.7379117906093597,0.0023925509303808212,10,50
129,2.7379117906093597,0.0054155923426151276,10,50
130,2.7379117906093597,0.007128010503947735,10,50
131,2.7379117906093597,0.0025698149111121893,10,50
132,2.7379117906093597,0.0012052591191604733,10,50
133,2.7379117906093597,0.001442823326215148,10,50
134,2.7379117906093597,0.0016876301961019635,10,50
135,2.7379117906093597,0.002557378727942705,10,50
136,2.7379117906093597,0.0029731846880167723,10,50
137,2.7379117906093597,0.001953753177076578,10,50
138,2.7379117906093597,0.001421786961145699,10,50
139,2.7379117906093597,0.00151254388038069,10,50
140,2.6659466326236725,0.0007107271812856197,10,50
141,2.6659466326236725,0.0020878808572888374,10,50
142,2.6659466326236725,0.0070983851328492165,10,50
143,2.6659466326236725,0.0038910775911062956,10,50
144,2.6659466326236725,0.004730931017547846,10,50
145,2.6659466326236725,0.002830602927133441,10,50
146,2.6659466326236725,0.005546382162719965,10,50
147,2.6659466326236725,0.0031603907700628042,10,50
148,2.6659466326236725,0.004357820842415094,10,50
149,2.6659466326236725,0.005455175414681435,10,50
150,2.6659466326236725,0.0028403489850461483,10,50
151,2.6659466326236725,0.0024004701990634203,10,50
152,2.6659466326236725,0.002423553727567196,10,50
153,2.6659466326236725,0.006006187759339809,10,50
154,2.6659466326236725,0.009136995300650597,10,50
155,2.6659466326236725,0.0067364866845309734,10,50
156,2.6659466326236725,0.001835815142840147,10,50
157,2.6659466326236725,0.0026938680093735456,10,50
158,2.6659466326236725,0.0017582958098500967,10,50
159,2.6659466326236725,0.004828978329896927,10,50
160,2.6659466326236725,0.004223977215588093,10,50
