generation,relative_error,objective_value,dimension,population
0,399.8398780822754,15.987191200256348,25,500
1,339.43142890930176,11.521369934082031,25,500
2,270.0998544692993,7.295393466949463,25,500
3,196.38206958770752,3.8565917015075684,25,500
4,121.20893001556396,1.4691604375839233,25,500
5,36.010414361953735,0.1296749860048294,25,500
6,28.194403648376465,0.07949244230985641,25,500
7,24.618075788021088,0.060604967176914215,25,500
8,24.618075788021088,0.07964161038398743,25,500
9,24.174630641937256,0.05844127759337425,25,500
10,24.174630641937256,0.06270406395196915,25,500
11,24.174630641937256,0.06123901903629303,25,500
12,24.174630641937256,0.07152191549539566,25,500
13,24.174630641937256,0.0590411014854908,25,500
14,20.27561366558075,0.04111005365848541,25,500
15,17.758992314338684,0.03153818100690842,25,500
16,17.758992314338684,0.04044375941157341,25,500
17,17.758992314338684,0.03258392959833145,25,500
18,15.57190865278244,0.024248434230685234,25,500
19,15.57190865278244,0.02875441126525402,25,500
20,15.57190865278244,0.029990293085575104,25,500
21,15.57190865278244,0.03391227871179581,25,500
22,15.57190865278244,0.033880118280649185,25,500
23,15.57190865278244,0.026862328872084618,25,500
24,15.57190865278244,0.03308475390076637,25,500
25,15.57190865278244,0.035048387944698334,25,500
26,15.57190865278244,0.030839547514915466,25,500
27,15.57190865278244,0.0352078415453434,25,500
28,15.57190865278244,0.027399076148867607,25,500
29,15.57190865278244,0.044990576803684235,25,500
30,15.57190865278244,0.03663632646203041,25,500
31,15.57190865278244,0.033234577625989914,25,500
32,15.57190865278244,0.04232257604598999,25,500
33,15.57190865278244,0.04780445620417595,25,500
34,15.57190865278244,0.03414463624358177,25,500
35,15.532663464546204,0.024126363918185234,25,500
36,15.430057048797607,0.023808667436242104,25,500
37,14.636257290840149,0.021422004327178,25,500
38,14.636257290840149,0.03697021305561066,25,500
39,14.636257290840149,0.027854299172759056,25,500
40,14.636257290840149,0.03947383910417557,25,500
41,14.636257290840149,0.021800842136144638,25,500
42,14.636257290840149,0.0334785021841526,25,500
43,14.636257290840149,0.025915110483765602,25,500
