generation,relative_error,objective_value,dimension,population
0,166.98696613311768,2.7884647846221924,2,50
1,160.29534339904785,2.5694596767425537,2,50
2,154.45109605789185,2.3855140209198,2,50
3,147.72425889968872,2.1822454929351807,2,50
4,140.36394357681274,1.9702035188674927,2,50
5,132.05773830413818,1.7439244985580444,2,50
6,122.62120246887207,1.5035958290100098,2,50
7,112.13033199310303,1.2573212385177612,2,50
8,98.07504415512085,0.9618714451789856,2,50
9,85.22090911865234,0.7262603044509888,2,50
10,69.8854148387909,0.48839715123176575,2,50
11,55.26147484779358,0.3053830564022064,2,50
12,35.002708435058594,0.12251895666122437,2,50
13,17.65201687812805,0.03115936741232872,2,50
14,1.4187328517436981,0.00020128028700128198,2,50
15,1.4187328517436981,0.00299476133659482,2,50
16,1.4187328517436981,0.002729293191805482,2,50
17,1.4187328517436981,0.002733061322942376,2,50
18,1.4187328517436981,0.00024482866865582764,2,50
19,1.4187328517436981,0.003711979603394866,2,50
20,1.4187328517436981,0.0014257290167734027,2,50
21,1.4187328517436981,0.004613876808434725,2,50
22,1.4187328517436981,0.0017458493821322918,2,50
23,1.4187328517436981,0.001717523206025362,2,50
24,1.4187328517436981,0.0067756157368421555,2,50
25,1.4187328517436981,0.002312188036739826,2,50
26,1.4187328517436981,0.00022431495017372072,2,50
27,0.6500720046460629,4.225936208968051e-05,2,50
28,0.6500720046460629,0.002094678580760956,2,50
29,0.6500720046460629,0.008244957774877548,2,50
30,0.6500720046460629,0.0031979025807231665,2,50
31,0.6500720046460629,0.0004343980108387768,2,50
32,0.6500720046460629,0.0035569872707128525,2,50
33,0.6500720046460629,0.006002763286232948,2,50
34,0.6500720046460629,0.0019530563149601221,2,50
35,0.6500720046460629,0.006550808437168598,2,50
36,0.6500720046460629,0.0002454149362165481,2,50
37,0.6500720046460629,0.00654175691306591,2,50
38,0.6500720046460629,0.001753359567373991,2,50
39,0.6500720046460629,0.006451371591538191,2,50
40,0.6500720046460629,0.0018125789938494563,2,50
41,0.6500720046460629,0.0012849550694227219,2,50
42,0.6500720046460629,0.002152582397684455,2,50
43,0.6500720046460629,0.001942075788974762,2,50
44,0.6500720046460629,0.0020766975358128548,2,50
45,0.6500720046460629,0.0031215024646371603,2,50
46,0.6500720046460629,0.0011899523669853806,2,50
47,0.6500720046460629,0.005029759369790554,2,50
48,0.6500720046460629,0.0033110284712165594,2,50
49,0.6500720046460629,0.0002659534220583737,2,50
50,0.6500720046460629,0.0003257562348153442,2,50
51,0.6500720046460629,0.0017171551007777452,2,50
52,0.6500720046460629,0.004869547206908464,2,50
53,0.6500720046460629,0.0019595471676439047,2,50
54,0.6500720046460629,0.009263267740607262,2,50
55,0.6500720046460629,0.003796545322984457,2,50
56,0.6500720046460629,0.002193829044699669,2,50
57,0.6500720046460629,0.006565323565155268,2,50
58,0.6500720046460629,0.0069875456392765045,2,50
59,0.6500720046460629,0.004653917159885168,2,50
60,0.6500720046460629,0.0008797074551694095,2,50
61,0.6500720046460629,0.0033517563715577126,2,50
62,0.6500720046460629,0.0029524441342800856,2,50
63,0.6500720046460629,0.007415511179715395,2,50
64,0.6500720046460629,0.0022506259847432375,2,50
65,0.6500720046460629,0.0156844612210989,2,50
66,0.6500720046460629,0.0004093100724276155,2,50
67,0.6500720046460629,0.00296581513248384,2,50
68,0.6500720046460629,0.011567923240363598,2,50
69,0.6500720046460629,0.0012650752905756235,2,50
70,0.6500720046460629,0.0020459387451410294,2,50
71,0.6500720046460629,0.007433141116052866,2,50
72,0.6500720046460629,0.003442942863330245,2,50
73,0.6500720046460629,0.0014717320445924997,2,50
74,0.6500720046460629,0.0063524250872433186,2,50
75,0.6500720046460629,0.005337821785360575,2,50
76,0.6500720046460629,0.0016779976431280375,2,50
77,0.6500720046460629,0.0004828666860703379,2,50
78,0.6500720046460629,0.0010026596719399095,2,50
79,0.6500720046460629,0.0038435934111475945,2,50
80,0.6500720046460629,0.0014782276703044772,2,50
81,0.6500720046460629,0.0031929893884807825,2,50
82,0.6500720046460629,0.006349945440888405,2,50
83,0.6500720046460629,0.001848965184763074,2,50
84,0.6500720046460629,0.00270211324095726,2,50
85,0.6500720046460629,6.019604916218668e-05,2,50
86,0.6500720046460629,0.0046770572662353516,2,50
87,0.6500720046460629,0.0016126816626638174,2,50
88,0.6500720046460629,0.0028697182424366474,2,50
89,0.6500720046460629,0.004416760988533497,2,50
90,0.6500720046460629,0.002792085986584425,2,50
91,0.6500720046460629,0.0008750074193812907,2,50
92,0.6500720046460629,0.0050746481865644455,2,50
93,0.6500720046460629,0.006480119191110134,2,50
94,0.6500720046460629,0.0063458774238824844,2,50
95,0.6500720046460629,0.0021449103951454163,2,50
96,0.6500720046460629,0.0014987426111474633,2,50
97,0.6500720046460629,0.0025772275403141975,2,50
98,0.6500720046460629,0.00045271244016475976,2,50
99,0.6500720046460629,0.0012428791960701346,2,50
100,0.6500720046460629,0.0016338061541318893,2,50
101,0.6500720046460629,0.00035333659616298974,2,50
102,0.6500720046460629,0.000842234818264842,2,50
103,0.6500720046460629,0.0014739013276994228,2,50
104,0.6500720046460629,0.0014281607000157237,2,50
105,0.6500720046460629,0.003175603924319148,2,50
106,0.6500720046460629,0.0003648130805231631,2,50
107,0.6500720046460629,0.0008588822674937546,2,50
108,0.6500720046460629,0.00207882490940392,2,50
109,0.6500720046460629,0.0015912494855001569,2,50
110,0.6500720046460629,0.00012418681581038982,2,50
111,0.6500720046460629,0.002581395674496889,2,50
112,0.6500720046460629,0.0007011911366134882,2,50
113,0.6500720046460629,0.0004025267844554037,2,50
114,0.6500720046460629,0.001737520913593471,2,50
115,0.6500720046460629,0.00037248159060254693,2,50
116,0.6500720046460629,0.0018740344094112515,2,50
117,0.6500720046460629,0.001389388577081263,2,50
118,0.6500720046460629,0.0015201389323920012,2,50
119,0.6500720046460629,0.00028037838637828827,2,50
120,0.6500720046460629,0.0027329479344189167,2,50
121,0.6500720046460629,0.0005185955087654293,2,50
122,0.6500720046460629,0.0011178648564964533,2,50
123,0.6500720046460629,0.00014355847088154405,2,50
124,0.6500720046460629,0.0013354058610275388,2,50
125,0.6500720046460629,0.0003467314236331731,2,50
126,0.6500720046460629,0.0009102778858505189,2,50
127,0.6500720046460629,0.0028237670194357634,2,50
128,0.6500720046460629,0.0006623843219131231,2,50
129,0.6500720046460629,0.002302667824551463,2,50
130,0.6500720046460629,0.0007681020651943982,2,50
131,0.6500720046460629,0.0015943835023790598,2,50
132,0.6500720046460629,0.002247999655082822,2,50
133,0.6500720046460629,0.00040069143869914114,2,50
134,0.6500720046460629,0.0005806394037790596,2,50
135,0.6500720046460629,0.0014790750574320555,2,50
136,0.6500720046460629,0.0020030622836202383,2,50
137,0.6500720046460629,0.00039212367846630514,2,50
138,0.6500720046460629,0.0006988790119066834,2,50
139,0.6500720046460629,0.00032206345349550247,2,50
140,0.47258883714675903,2.233402119600214e-05,2,50
141,0.47258883714675903,2.6555077056400478e-05,2,50
142,0.47258883714675903,0.0004855120205320418,2,50
143,0.47258883714675903,0.0003966983931604773,2,50
144,0.47258883714675903,0.00156051991507411,2,50
145,0.47258883714675903,4.332726166467182e-05,2,50
146,0.47258883714675903,0.0008214814588427544,2,50
147,0.47258883714675903,0.0013484207447618246,2,50
148,0.47258883714675903,0.001888372004032135,2,50
149,0.47258883714675903,0.0006902472232468426,2,50
150,0.47258883714675903,0.0009546744986437261,2,50
151,0.47258883714675903,0.0013727884506806731,2,50
152,0.47258883714675903,9.146217780653387e-05,2,50
153,0.47258883714675903,0.0017786946846172214,2,50
154,0.47258883714675903,0.0021502296440303326,2,50
155,0.47258883714675903,0.0007128422148525715,2,50
156,0.47258883714675903,0.0011450638994574547,2,50
157,0.47258883714675903,0.00196849531494081,2,50
158,0.47258883714675903,0.00037478693411685526,2,50
159,0.47258883714675903,0.002168625593185425,2,50
160,0.47258883714675903,0.001628656405955553,2,50
161,0.47258883714675903,0.004238314926624298,2,50
162,0.47258883714675903,0.0009607548709027469,2,50
163,0.47258883714675903,0.0009183704969473183,2,50
164,0.47258883714675903,0.0029999488033354282,2,50
165,0.47258883714675903,0.0005644510383717716,2,50
166,0.47258883714675903,0.0028457571752369404,2,50
167,0.47258883714675903,0.0008044536225497723,2,50
168,0.47258883714675903,0.002352665876969695,2,50
169,0.47258883714675903,0.0006337347440421581,2,50
170,0.47258883714675903,0.0011003634426742792,2,50
171,0.47258883714675903,0.0016061626374721527,2,50
172,0.47258883714675903,0.00246576895006001,2,50
173,0.47258883714675903,0.0011530698975548148,2,50
174,0.47258883714675903,0.0001267905463464558,2,50
175,0.47258883714675903,0.0010055660968646407,2,50
176,0.47258883714675903,3.274589835200459e-05,2,50
177,0.47258883714675903,0.0027520437724888325,2,50
178,0.47258883714675903,0.002131835324689746,2,50
179,0.47258883714675903,0.0008819361682981253,2,50
180,0.47258883714675903,0.0018768099835142493,2,50
181,0.47258883714675903,2.77583585557295e-05,2,50
182,0.47258883714675903,0.00013169764133635908,2,50
183,0.47258883714675903,0.001870705047622323,2,50
184,0.47258883714675903,0.0009010200155898929,2,50
185,0.47258883714675903,0.0006122145568951964,2,50
186,0.47258883714675903,0.003505133092403412,2,50
187,0.47258883714675903,0.00602651946246624,2,50
188,0.47258883714675903,0.004565632902085781,2,50
189,0.47258883714675903,0.0037161405198276043,2,50
190,0.47258883714675903,0.005697024054825306,2,50
191,0.47258883714675903,0.008480292744934559,2,50
192,0.47258883714675903,0.002341578481718898,2,50
193,0.47258883714675903,0.0009016686817631125,2,50
194,0.47258883714675903,0.001024547265842557,2,50
195,0.47258883714675903,0.003489280352368951,2,50
196,0.47258883714675903,0.0016555441543459892,2,50
197,0.47258883714675903,0.0019626119174063206,2,50
198,0.47258883714675903,0.0008147518383339047,2,50
199,0.47258883714675903,0.003163897665217519,2,50
200,0.47258883714675903,0.00032573958742432296,2,50
201,0.47258883714675903,0.003579852171242237,2,50
202,0.47258883714675903,0.0017819852801039815,2,50
203,0.47258883714675903,0.0006971199763938785,2,50
204,0.47258883714675903,0.0010906134266406298,2,50
205,0.47258883714675903,0.0008741703350096941,2,50
206,0.47258883714675903,0.0014458849327638745,2,50
207,0.47258883714675903,0.0019928053952753544,2,50
208,0.47258883714675903,0.000978995580226183,2,50
209,0.47258883714675903,0.0005667354562319815,2,50
210,0.47258883714675903,0.00200088694691658,2,50
211,0.47258883714675903,0.0010539473732933402,2,50
212,0.47258883714675903,0.0007059317431412637,2,50
213,0.47258883714675903,0.00025794838438741863,2,50
214,0.47258883714675903,0.0014963563298806548,2,50
215,0.47258883714675903,0.0033678195904940367,2,50
216,0.47258883714675903,0.004134663846343756,2,50
217,0.47258883714675903,0.0017536284867674112,2,50
218,0.47258883714675903,0.0027104306500405073,2,50
219,0.47258883714675903,0.0019787936471402645,2,50
220,0.47258883714675903,0.0036195821594446898,2,50
221,0.47258883714675903,0.001986953429877758,2,50
222,0.47258883714675903,0.00036572961835190654,2,50
223,0.47258883714675903,0.0009857963304966688,2,50
224,0.47258883714675903,0.0011872021714225411,2,50
225,0.47258883714675903,0.0009594539296813309,2,50
226,0.47258883714675903,0.0036557368002831936,2,50
227,0.47258883714675903,0.0008066166192293167,2,50
228,0.47258883714675903,0.0033358843065798283,2,50
229,0.47258883714675903,0.001720741274766624,2,50
230,0.47258883714675903,0.0020123161375522614,2,50
231,0.47258883714675903,0.0006731788162142038,2,50
232,0.47258883714675903,0.0007885002414695919,2,50
233,0.47258883714675903,0.0010522763477638364,2,50
234,0.47258883714675903,0.0010580914095044136,2,50
235,0.47258883714675903,0.0018700513755902648,2,50
236,0.47258883714675903,0.000549146207049489,2,50
237,0.47258883714675903,0.001185526722110808,2,50
238,0.47258883714675903,0.0018289274303242564,2,50
239,0.47258883714675903,0.00046989682596176863,2,50
240,0.47258883714675903,0.00031424156622961164,2,50
241,0.47258883714675903,0.002761474344879389,2,50
242,0.47258883714675903,8.989003981696442e-05,2,50
243,0.47258883714675903,0.0009990786202251911,2,50
244,0.47258883714675903,0.0005053582135587931,2,50
245,0.47258883714675903,0.0003086136421188712,2,50
246,0.47258883714675903,0.0019372508395463228,2,50
247,0.47258883714675903,0.0006404091836884618,2,50
248,0.47258883714675903,0.0017240920569747686,2,50
249,0.47258883714675903,0.00015328131848946214,2,50
250,0.47258883714675903,0.004637701902538538,2,50
251,0.47258883714675903,0.0013367428909987211,2,50
252,0.47258883714675903,0.0008771447464823723,2,50
253,0.47258883714675903,0.0003115258878096938,2,50
254,0.47258883714675903,0.0002735737361945212,2,50
255,0.47258883714675903,0.0018544683698564768,2,50
256,0.47258883714675903,0.0008614627877250314,2,50
257,0.47258883714675903,0.003079744754359126,2,50
258,0.47258883714675903,0.001759517239406705,2,50
259,0.47258883714675903,0.00048581426381133497,2,50
260,0.47258883714675903,0.0011261384934186935,2,50
261,0.47258883714675903,0.001183939166367054,2,50
262,0.47258883714675903,0.0019899948965758085,2,50
263,0.47258883714675903,0.0010275905951857567,2,50
264,0.47258883714675903,0.0002549783675931394,2,50
265,0.47258883714675903,0.0005694429273717105,2,50
266,0.47258883714675903,0.0059685311280190945,2,50
267,0.47258883714675903,0.0019103202503174543,2,50
268,0.47258883714675903,0.005199743900448084,2,50
269,0.47258883714675903,0.0015726815909147263,2,50
270,0.47258883714675903,0.012781629338860512,2,50
271,0.47258883714675903,0.004748428240418434,2,50
272,0.47258883714675903,0.004748065024614334,2,50
273,0.47258883714675903,0.01191666815429926,2,50
274,0.47258883714675903,0.004617480095475912,2,50
275,0.47258883714675903,0.003882556688040495,2,50
276,0.47258883714675903,0.005078369285911322,2,50
277,0.47258883714675903,0.0020676692947745323,2,50
278,0.47258883714675903,0.00445951521396637,2,50
279,0.47258883714675903,0.0019627013243734837,2,50
280,0.47258883714675903,0.003382925409823656,2,50
281,0.47258883714675903,0.001309454906731844,2,50
282,0.47258883714675903,0.0027775955386459827,2,50
283,0.47258883714675903,0.002087327418848872,2,50
284,0.47258883714675903,0.00129072240088135,2,50
285,0.47258883714675903,0.0035614504013210535,2,50
286,0.47258883714675903,0.00084816908929497,2,50
287,0.47258883714675903,0.001220336533151567,2,50
288,0.47258883714675903,0.0022369171492755413,2,50
289,0.47258883714675903,0.003115877043455839,2,50
290,0.47258883714675903,0.006132450420409441,2,50
291,0.47258883714675903,0.0007255759555846453,2,50
292,0.47258883714675903,0.0049236542545259,2,50
293,0.47258883714675903,0.006687699351459742,2,50
294,0.47258883714675903,0.001506129396148026,2,50
295,0.47258883714675903,0.00314179970882833,2,50
296,0.47258883714675903,0.0035729375667870045,2,50
297,0.47258883714675903,0.003566739382222295,2,50
298,0.47258883714675903,0.005261458922177553,2,50
299,0.47258883714675903,0.0011097287060692906,2,50
300,0.47258883714675903,0.006441900040954351,2,50
301,0.47258883714675903,0.0048864977434277534,2,50
302,0.47258883714675903,0.0034118290059268475,2,50
303,0.47258883714675903,0.0029384144581854343,2,50
304,0.47258883714675903,0.0020003688987344503,2,50
305,0.47258883714675903,0.0014875209890305996,2,50
306,0.47258883714675903,0.004352896008640528,2,50
307,0.47258883714675903,0.0024928711354732513,2,50
308,0.47258883714675903,0.003623807802796364,2,50
309,0.47258883714675903,0.0035737149883061647,2,50
310,0.47258883714675903,0.003312901593744755,2,50
311,0.47258883714675903,0.004697125405073166,2,50
312,0.47258883714675903,0.003109442302957177,2,50
313,0.47258883714675903,0.003811794565990567,2,50
314,0.47258883714675903,0.002465549623593688,2,50
315,0.47258883714675903,0.004119318909943104,2,50
316,0.47258883714675903,0.003217513207346201,2,50
317,0.47258883714675903,0.004996020812541246,2,50
318,0.47258883714675903,0.001464904984459281,2,50
319,0.47258883714675903,0.0009900708682835102,2,50
320,0.47258883714675903,0.005978237837553024,2,50
321,0.47258883714675903,0.003639635629951954,2,50
322,0.47258883714675903,0.00598749378696084,2,50
323,0.47258883714675903,0.0015529092634096742,2,50
324,0.47258883714675903,0.0061753857880830765,2,50
325,0.47258883714675903,0.003564398270100355,2,50
326,0.47258883714675903,0.0014211981324478984,2,50
327,0.47258883714675903,0.003459611441940069,2,50
328,0.47258883714675903,0.004404937382787466,2,50
329,0.47258883714675903,0.008104553446173668,2,50
330,0.47258883714675903,0.006902219727635384,2,50
331,0.47258883714675903,0.007225748151540756,2,50
332,0.47258883714675903,0.003816027194261551,2,50
333,0.47258883714675903,0.0069391196593642235,2,50
334,0.47258883714675903,0.0032035144977271557,2,50
335,0.47258883714675903,0.0029859242495149374,2,50
336,0.47258883714675903,0.004710519220679998,2,50
337,0.47258883714675903,0.0023504961282014847,2,50
338,0.47258883714675903,0.004942264407873154,2,50
339,0.47258883714675903,0.0040960293263196945,2,50
340,0.47258883714675903,0.0036562802270054817,2,50
341,0.47258883714675903,0.005318839102983475,2,50
342,0.47258883714675903,0.0027441196143627167,2,50
343,0.47258883714675903,0.0034117389004677534,2,50
344,0.47258883714675903,0.0035362697672098875,2,50
345,0.47258883714675903,0.0037777400575578213,2,50
346,0.47258883714675903,0.0033803675323724747,2,50
347,0.47258883714675903,0.0059122671373188496,2,50
348,0.47258883714675903,0.001234189490787685,2,50
349,0.47258883714675903,0.002145537408068776,2,50
350,0.47258883714675903,0.0019289301708340645,2,50
351,0.47258883714675903,0.0013148341095075011,2,50
352,0.47258883714675903,0.0010925168171525002,2,50
353,0.47258883714675903,0.0015156810404732823,2,50
354,0.47258883714675903,0.002399088814854622,2,50
355,0.47258883714675903,0.00012112859258195385,2,50
356,0.47258883714675903,0.0003758021048270166,2,50
357,0.47258883714675903,0.0013081980869174004,2,50
358,0.47258883714675903,0.0002754160959739238,2,50
359,0.47258883714675903,0.0008272205595858395,2,50
360,0.47258883714675903,0.0004727583145722747,2,50
361,0.47258883714675903,0.00026603686274029315,2,50
362,0.47258883714675903,0.00041786147630773485,2,50
363,0.47258883714675903,0.0002338939084438607,2,50
364,0.47258883714675903,0.00010676679812604561,2,50
365,0.47258883714675903,0.00047177771921269596,2,50
366,0.47258883714675903,0.0005987296462990344,2,50
367,0.47258883714675903,0.0009208119008690119,2,50
368,0.47258883714675903,0.0007405412616208196,2,50
369,0.47258883714675903,0.00045886411680839956,2,50
