nozc,nozw,fitness,is_mean
-0.8076616525650024,1.6648316383361816,2.412513256072998,False
-0.5142242312431335,1.591904640197754,2.364163637161255,False
-0.725191593170166,1.664713978767395,2.593658447265625,False
-0.7926338315010071,1.5610252618789673,2.4336538314819336,False
-0.6813350915908813,1.773529291152954,2.5819594860076904,False
-0.6144829988479614,1.7335412502288818,2.59101939201355,False
-0.9327086210250854,1.6297531127929688,1.897926926612854,False
-0.7953373193740845,1.7418245077133179,2.407832622528076,False
-0.5425798892974854,1.8609464168548584,2.3386611938476562,False
-0.6644521355628967,1.6449755430221558,2.6265738010406494,False
-0.6794694662094116,1.8142895698547363,2.539832353591919,False
-0.6725569367408752,1.7661943435668945,2.5917396545410156,False
-0.8513339161872864,1.645707130432129,2.264214515686035,False
-0.6949766874313354,1.7626664638519287,2.5826103687286377,False
-0.673059344291687,1.7572128772735596,2.598752021789551,False
-0.6118600368499756,1.4913666248321533,2.410552501678467,False
-0.5987264513969421,1.684826135635376,2.584576368331909,False
-0.4742962121963501,1.6011173725128174,2.245021343231201,False
-0.752614438533783,1.5925673246383667,2.5333967208862305,False
-0.48321062326431274,1.597651481628418,2.2732577323913574,False
-0.7667489647865295,1.6404376029968262,2.5220675468444824,False
-0.6509535312652588,1.60394287109375,2.6006557941436768,False
-0.7786828279495239,1.630275845527649,2.4943463802337646,False
-0.6049928069114685,1.6675759553909302,2.5918145179748535,False
-0.6946332454681396,1.6371549367904663,2.617178201675415,False
-0.6865643262863159,1.902815341949463,2.404810667037964,False
-0.6022738218307495,1.6770713329315186,2.589262008666992,False
-0.6944834589958191,1.7577996253967285,2.5869526863098145,False
-0.6476318836212158,1.603865623474121,2.599067449569702,False
-0.5992655158042908,1.7011090517044067,2.5836398601531982,False
-0.7134210467338562,1.9806833267211914,2.2325689792633057,False
-0.6668620109558105,1.776679515838623,2.583874464035034,False
-0.6353948712348938,1.6016299724578857,2.589806079864502,False
-0.753690242767334,1.6196138858795166,2.543532133102417,False
-0.7240424752235413,1.6072009801864624,2.580267906188965,False
-0.8270998001098633,1.5757410526275635,2.3463878631591797,False
-0.587429404258728,1.6748100519180298,2.567319393157959,False
-0.6976160407066345,1.725574016571045,2.6057515144348145,False
-0.7793877124786377,1.6620509624481201,2.4919393062591553,False
-0.5083376169204712,1.4576189517974854,2.1543326377868652,False
-0.500487744808197,1.7460037469863892,2.3321075439453125,False
-0.687864363193512,1.7863540649414062,2.565936803817749,False
-0.6448668241500854,1.7026697397232056,2.624229669570923,False
-0.6014487743377686,1.5628225803375244,2.513683319091797,False
-0.7674075961112976,1.8779104948043823,2.3172402381896973,False
-0.676647424697876,1.7066887617111206,2.6250858306884766,False
-0.7579207420349121,1.7947584390640259,2.4544904232025146,False
-0.6949495673179626,1.7486436367034912,2.593508005142212,False
-0.6800355315208435,1.4833723306655884,2.444211959838867,False
-0.5608195662498474,1.722208857536316,2.509810209274292,False
-0.67752445,1.6763568,2.63003460726643,True
