nozc,nozw,fitness,is_mean
-0.6592260599136353,1.6248438358306885,2.6171255111694336,False
-0.658515989780426,1.7192078828811646,2.622401475906372,False
-0.7193320989608765,1.7183704376220703,2.5869271755218506,False
-0.7065173983573914,1.5641440153121948,2.5604357719421387,False
-0.7012428641319275,1.6651604175567627,2.6180002689361572,False
-0.5977333784103394,1.6289103031158447,2.5685031414031982,False
-0.679467499256134,1.6945950984954834,2.6273550987243652,False
-0.7618504166603088,1.5621106624603271,2.4967405796051025,False
-0.7307084798812866,1.7320970296859741,2.562962770462036,False
-0.5582897067070007,1.7906298637390137,2.4583089351654053,False
-0.6433510184288025,1.6868101358413696,2.6259992122650146,False
-0.5977252721786499,1.6346402168273926,2.5714926719665527,False
-0.6059640645980835,1.6227853298187256,2.575915575027466,False
-0.8026315569877625,1.548852562904358,2.400792121887207,False
-0.6421929001808167,1.6811033487319946,2.6257035732269287,False
-0.6167405843734741,1.6146589517593384,2.583070993423462,False
-0.7334234118461609,1.6540273427963257,2.5823235511779785,False
-0.6945393681526184,1.5098612308502197,2.4919919967651367,False
-0.6823520064353943,1.5968900918960571,2.5991897583007812,False
-0.6239826083183289,1.7260397672653198,2.603419780731201,False
-0.6697787642478943,1.6894580125808716,2.6303954124450684,False
-0.6695289015769958,1.714178442955017,2.62406325340271,False
-0.6678973436355591,1.6816030740737915,2.631330966949463,False
-0.6811626553535461,1.6245777606964111,2.6170802116394043,False
-0.7065484523773193,1.6331028938293457,2.607963800430298,False
-0.5904722213745117,1.6636656522750854,2.5706450939178467,False
-0.6848582029342651,1.7123304605484009,2.619926691055298,False
-0.6408931016921997,1.722779631614685,2.6159310340881348,False
-0.7789666056632996,1.7332085371017456,2.4606950283050537,False
-0.6283566355705261,1.5979831218719482,2.5811238288879395,False
-0.6607612371444702,1.6727328300476074,2.631211519241333,False
-0.6840940713882446,1.6754188537597656,2.62790584564209,False
-0.6018576622009277,1.5446717739105225,2.4896271228790283,False
-0.646294116973877,1.7532212734222412,2.6011006832122803,False
-0.6832076907157898,1.7392781972885132,2.607194423675537,False
-0.7755140662193298,1.7592291831970215,2.4482645988464355,False
-0.6655188798904419,1.7043193578720093,2.6276426315307617,False
-0.594576895236969,1.6518075466156006,2.5738699436187744,False
-0.6305679082870483,1.5841797590255737,2.569967746734619,False
-0.5823448896408081,1.8806089162826538,2.3917758464813232,False
-0.7246379852294922,1.7106679677963257,2.5835134983062744,False
-0.6814180016517639,1.6115835905075073,2.609722852706909,False
-0.6034285426139832,1.6713875532150269,2.590304374694824,False
-0.6778985857963562,1.7594518661499023,2.595371961593628,False
-0.6558965444564819,1.7418893575668335,2.610621213912964,False
-0.7751442790031433,1.7618414163589478,2.446810245513916,False
-0.6077123880386353,1.7023154497146606,2.59428334236145,False
-0.6791059374809265,1.7979921102523804,2.558673858642578,False
-0.7065275311470032,1.6460713148117065,2.6115310192108154,False
-0.7115476727485657,1.7005689144134521,2.603400707244873,False
-0.6688452,1.6894068,2.6304972006773375,True
