nozc,nozw,fitness,is_mean
-0.7792900800704956,1.741278052330017,2.453679084777832,False
-0.6618325710296631,1.682267665863037,2.6312453746795654,False
-0.6714005470275879,1.6496009826660156,2.6279430389404297,False
-0.7893943786621094,1.676764965057373,2.4623217582702637,False
-0.5654582977294922,1.605411171913147,2.497811794281006,False
-0.7741959691047668,1.6817622184753418,2.4999659061431885,False
-0.5869794487953186,1.685809850692749,2.5668411254882812,False
-0.7209926247596741,1.693632960319519,2.5945327281951904,False
-0.804031491279602,1.7448476552963257,2.3784241676330566,False
-0.6198480129241943,1.4627721309661865,2.3594634532928467,False
-0.7056048512458801,1.8259308338165283,2.504424571990967,False
-0.6539039015769958,1.425657868385315,2.3036625385284424,False
-0.5825157761573792,1.748592734336853,2.5386924743652344,False
-0.6613394618034363,1.3788506984710693,2.187408685684204,False
-0.7243456244468689,1.5037016868591309,2.470921516418457,False
-0.7095048427581787,1.5998473167419434,2.5889945030212402,False
-0.5822710394859314,1.6281516551971436,2.5440149307250977,False
-0.43509191274642944,1.6225535869598389,2.1034483909606934,False
-0.7029508352279663,1.6212071180343628,2.6057651042938232,False
-0.7090379595756531,1.7308521270751953,2.5921823978424072,False
-0.6925221085548401,1.733162522315979,2.6053531169891357,False
-0.6219207644462585,1.6942178010940552,2.610567092895508,False
-0.6266382336616516,1.7943652868270874,2.555536985397339,False
-0.5192220211029053,1.4196417331695557,2.0940799713134766,False
-0.6226145029067993,1.781065821647644,2.5651605129241943,False
-0.7128031849861145,1.558821439743042,2.5510141849517822,False
-0.7516031861305237,1.654673457145691,2.552579164505005,False
-0.7220954895019531,1.5095539093017578,2.481304883956909,False
-0.7930659055709839,1.7975668907165527,2.3587570190429688,False
-0.717913031578064,1.755347490310669,2.564518690109253,False
-0.6280320286750793,1.8616498708724976,2.472428798675537,False
-0.7375352382659912,1.7097820043563843,2.564234733581543,False
-0.6434969902038574,1.4302812814712524,2.306506872177124,False
-0.6197067499160767,1.7476521730422974,2.588238000869751,False
-0.55482417345047,1.7109105587005615,2.5002830028533936,False
-0.629335343837738,1.6550862789154053,2.6142373085021973,False
-0.6650742292404175,1.7557189464569092,2.601411819458008,False
-0.6321325302124023,1.4073665142059326,2.237196207046509,False
-0.5778557062149048,1.6722044944763184,2.5507254600524902,False
-0.8377975225448608,1.5828945636749268,2.3135898113250732,False
-0.6075248718261719,1.6490875482559204,2.5904488563537598,False
-0.836968183517456,1.699076771736145,2.2968294620513916,False
-0.6387159824371338,1.7968108654022217,2.560167074203491,False
-0.473410964012146,1.5348975658416748,2.183121681213379,False
-0.7861872911453247,1.6079320907592773,2.471816301345825,False
-0.6191425323486328,1.7387689352035522,2.592904567718506,False
-0.778343915939331,1.7860788106918335,2.413712739944458,False
-0.5494309067726135,1.550231695175171,2.406308174133301,False
-0.8719280958175659,1.72955322265625,2.1317880153656006,False
-0.6605194807052612,1.4441674947738647,2.3525493144989014,False
-0.6712765,1.6792959,2.631136037287852,True
