x,y,fitness,is_mean
0.06437336050379804,0.026073367403005525,-0.9234872330225053,False
0.039332252326683276,-0.0027460785665196184,-0.924725596164387,False
0.012347488196271794,0.008780889369214406,-0.9829024626081411,False
0.07707278606074511,0.02054070050354124,-0.8731120618182472,False
0.041254294562189625,0.020903645993434805,-0.9560639680211146,False
0.029217955230763978,0.011739799595550045,-0.9542685190367879,False
0.04917586127681763,0.014278628830882281,-0.918133365010492,False
0.05748540989113617,0.019456056123959606,-0.9144207953769908,False
0.05601323833141029,0.007039517011184132,-0.8926335932507184,False
0.05877162719442942,0.03489283068017653,-0.9847502022758948,False
0.03631928790639758,0.004643713994616506,-0.9297858268836128,False
0.06403587322995113,0.013013637702356721,-0.88397308307951,False
0.06485365681722657,0.009994393734899961,-0.8778492370727381,False
0.06546935508127137,0.016893948393201623,-0.8892429663244932,False
0.05108400158822222,0.03412093978834373,-0.9997381817486592,False
0.04363180885695781,0.004001545319747345,-0.9150801979513316,False
0.04258857605430989,0.020750440050317273,-0.9524963182948518,False
0.02916025212597171,0.02297572683102144,-0.9914831774504808,False
0.04150431553085618,0.02910987107173043,-0.9937201938644054,False
0.01920193304934926,0.0058592627222783435,-0.9649794604056297,False
0.02770936771302458,0.005382517875412102,-0.9474786273789823,False
0.050957038651256205,0.013159284497897744,-0.911839531062742,False
0.04493465685019999,0.013400179953449434,-0.9251026545444353,False
0.0504248353741793,0.0031912513115429537,-0.9017350598213036,False
0.05647627992095784,0.023278563463903924,-0.9305937754127829,False
0.052608206468654536,0.02200288452360805,-0.9345507375466254,False
0.051543023252475485,0.03977445940086641,-1.0373435674092923,False
0.046933329957724645,0.01162248926125476,-0.9172092499434613,False
0.038923014135512184,0.002906064845638174,-0.9238624786124556,False
0.03302202223414621,0.004630472424625061,-0.9362995825624866,False
0.04713061844161674,0.019331651268924905,-0.9372364868101691,False
0.048594885098485516,0.006112042558821067,-0.9065783774701838,False
0.05880010368495107,0.024201034204524956,-0.9288868642888475,False
0.04606125251020617,0.007465688412218927,-0.9128550203927942,False
0.054572101659282016,0.017572913278405544,-0.9151347267427602,False
0.030574148785164706,0.014496430176745807,-0.9581783204232036,False
0.05112976037193089,0.004499488291427992,-0.9007101430900868,False
0.05026203064832561,-0.0021729685913147966,-0.9042104963831895,False
0.06404070230066307,0.03031348959121341,-0.9447281589547314,False
0.04494499659471437,0.019682135612430318,-0.9433249767432677,False
0.019013684908795393,0.0014146030696903216,-0.9624450487463548,False
0.04444904556740634,0.002426836016795074,-0.9130979772949593,False
0.056566990537932293,0.03932039471847937,-1.0205354032220955,False
0.033837642428506315,0.005247489547273417,-0.9351527546866255,False
0.050810187825769515,0.03467863039069928,-1.0039827528708851,False
0.03328762679664568,0.018306865361224965,-0.9641126821149826,False
0.06987160196601899,-0.004540084112457557,-0.8740164805429237,False
0.03258213299339791,0.010221915510699276,-0.9442884758742406,False
0.04172286821395683,0.025080737887115047,-0.9727703419485243,False
0.050884846278647866,-0.006020943591070714,-0.9082331486659294,False
0.04798017395843598,0.015313531049101419,-0.9232714905353959,True
