x,y,fitness,is_mean
0.3171135887860734,0.09770064971952779,0.46715202712166215,False
0.31710350200837045,0.09781052286476787,0.46710063990731787,False
0.31698948144130723,0.09722401863220326,0.4675650286348795,False
0.3176107621131203,0.09740838743174071,0.4668579191968494,False
0.3169623501983279,0.09754564745610023,0.4673927697217126,False
0.3171242669211052,0.09746390737708924,0.4672826821855698,False
0.3171027123511811,0.09755228108422562,0.4672498152777795,False
0.3171516863538499,0.09696187079546016,0.46759466521835585,False
0.3175862821300133,0.09752489021647677,0.4668014762767781,False
0.3172550594527032,0.09721135664198885,0.4673236121581933,False
0.3169871722323885,0.09739114629145743,0.46746116052317804,False
0.31748154637943454,0.09741318161445164,0.46697479277271003,False
0.3173002644038076,0.09739672386266404,0.467156563187356,False
0.3169918546344532,0.0974998592906677,0.46739053827892757,False
0.3174341962195266,0.09708099466484578,0.4672528747563479,False
0.3167720052689343,0.09706635938770251,0.4678751155496971,False
0.3168301264204084,0.09735566546101526,0.46763654015645134,False
0.31669588535543103,0.09737539542596856,0.4677576719801729,False
0.3165939311581758,0.09730309063707826,0.4679015403113946,False
0.31741294485783594,0.09766521879424576,0.46687727856574573,False
0.31715490835489846,0.0973069652289722,0.46735343674713153,False
0.3167158557896506,0.09727222483370569,0.46779938156540135,False
0.317096146269032,0.09778356671178118,0.46712296993099234,False
0.3173370197457756,0.09772305027328482,0.46691662597806044,False
0.3169192704125475,0.09756866374414007,0.4674224911674774,False
0.31702529558853537,0.09751115952473753,0.46735077772413786,False
0.3176260851857192,0.0971135634027231,0.4670575363914808,False
0.31704737254946597,0.0978710872325828,0.46712545484236934,False
0.31673373665959303,0.097398423729409,0.4677064993023493,False
0.31697238774825,0.09750552984838094,0.46740641378604303,False
0.31670060412702805,0.0977140513583131,0.4675664013153552,False
0.31727688140892846,0.0976919119814245,0.466994555643891,False
0.3168854370614909,0.09758444749058952,0.46744749039799677,False
0.31687803273288667,0.09747768533062495,0.46751645911138123,False
0.31765572129185254,0.09758678714435244,0.46669487271445415,False
0.3168046464940644,0.09760834807161063,0.46751590550788724,False
0.3167628010184832,0.0972569777266922,0.46776275409874984,False
0.3168419408619565,0.09744922795325368,0.46756905125339093,False
0.31734583404683414,0.09770974939553032,0.46691588787598926,False
0.31724037965147683,0.09728247328642171,0.4672889773324766,False
0.31696926063348135,0.09763169873063608,0.4673363094406217,False
0.3169470970834221,0.09749149977236594,0.4674397755986933,False
0.3172195837827109,0.0974735647002847,0.46718430974855607,False
0.3171647391426672,0.09796813680634589,0.46695323182959325,False
0.31706337462040923,0.09786283092799887,0.4671133779023806,False
0.3172496456420856,0.09718864922290639,0.4673442989463662,False
0.3168263983679877,0.09735006230957341,0.46764359614920475,False
0.3168893953573708,0.09753940985851807,0.4674692381244699,False
0.317263725968158,0.0978821452392608,0.4668983977048148,False
0.3171856569957708,0.09744887893715612,0.4672326362955166,False
0.3171071534091674,0.09756240999435713,0.4672393649589865,True
